name,address,city,state,phone,website,email,price_level,rating,signature_dish,unique_qualities,source
NEL Restaurant,"75 Wentworth Ave, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9212 2206,http://nelrestaurant.com.au/,,Very Expensive,4.3,,"Creative Modern Australian tasting menus & matching wines, offered in a vintage-chic space. | Australian Restaurant | Rated 4.3/5 (1309 reviews) | Very expensive / luxury tier",Google Places API (New)
NOMAD Sydney,"16 Foster St, Surry Hills NSW 2010, Australia",Surry Hills,NSW,(02) 9280 3395,https://nomad.sydney/,eat@nomad.sydney,Expensive,4.6,,Upbeat restaurant in a converted warehouse serving contemporary cuisine with Middle Eastern accents. | Australian Restaurant | Rated 4.6/5 (2822 reviews) | Expensive / upscale tier,Google Places API (New)
Pony Dining The Rocks,"Cnr Argyle Street, and, Kendall Ln, The Rocks NSW 2000, Australia",The Rocks,NSW,(02) 9252 7797,https://www.ponydiningtherocks.com/,reservations@ponydining.com.au,Expensive,4.3,,"Buzzy, rustic-chic venue with an open kitchen, for Modern Australian cuisine and sharing plates. | Steak House | Rated 4.3/5 (1350 reviews) | Expensive / upscale tier",Google Places API (New)
Saint Peter at The Grand National Hotel,"161 Underwood St, Paddington NSW 2021, Australia",Paddington,NSW,(02) 9167 3703,http://www.saintpeter.com.au/,hello@saintpeter.com.au,Expensive,4.6,,Seafood Restaurant | Rated 4.6/5 (1501 reviews) | Expensive / upscale tier,Google Places API (New)
Chiswick Woollahra,"65 Ocean St, Woollahra NSW 2025, Australia",Woollahra,NSW,(02) 8388 8688,https://www.chiswickwoollahra.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=Chiswick_Woollahra&utm_term=plcid_9642775095776039722,res.chiswickrestaurant@solotel.com.au,Expensive,4.6,,"Stylish bar & bistro with seasonal, Modern Australian food, plus a kitchen garden & patio seating. | Restaurant | Rated 4.6/5 (1802 reviews) | Expensive / upscale tier",Google Places API (New)
Aalia Restaurant Sydney,"Shop 7.07-7.08/25 Martin Pl, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9182 5880,https://www.aaliarestaurant.com/?utm_content=AALIA+Restaurant+Sydney&utm_campaign=Google+My+Business&utm_medium=organic&utm_source=google&utm_term=plcid_6952976032146166324,,Expensive,4.7,,Middle Eastern Restaurant | Rated 4.7/5 (1228 reviews) | Expensive / upscale tier,Google Places API (New)
The Gidley,"Basement/161 King St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9169 6898,https://www.liquidandlarder.com.au/venues/the-gidley/,,Expensive,4.6,,"Classic steakhouse fare is matched by an extensive wine list at this old-world, upmarket venue. | Steak House | Rated 4.6/5 (1454 reviews) | Expensive / upscale tier",Google Places API (New)
The Dining Room by James Viles,"7 Hickson Rd, The Rocks NSW 2000, Australia",The Rocks,NSW,(02) 9256 1661,https://www.parkhyattsydneydining.com/the-dining-room,phsydney.diningroom@hyatt.com,Expensive,4.3,,"Glass-walled harbourside eatery in a hotel, for elegant brekkie & lunch, plus dinner tasting menus. | Restaurant | Rated 4.3/5 (550 reviews) | Expensive / upscale tier",Google Places API (New)
BISTECCA,"3 Dalley St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 8067 0450,https://www.liquidandlarder.com.au/venues/bistecca/,,Expensive,4.7,,"An extensive cocktail menu offered in a rustic, adult-only steakhouse specializing in Italian fare. | Steak House | Rated 4.7/5 (2174 reviews) | Expensive / upscale tier",Google Places API (New)
Sails on Lavender Bay,"2 Henry Lawson Ave, McMahons Point NSW 2060, Australia",McMahons Point,NSW,(02) 9955 5998,https://srghospitality.com.au/venue/sails/,reservations@sailslavenderbay.com.au,Very Expensive,4.4,,"Airy harbourside dining room for Modern Australian cuisine made with local, seasonal produce. | Restaurant | Rated 4.4/5 (1411 reviews) | Very expensive / luxury tier",Google Places API (New)
O Bar and Dining,"Australia Square, level 47/264 George St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9247 9777,https://www.obardining.com.au/,reservations@obardining.com.au,Very Expensive,4.4,,"Modern Australian food by health-conscious chef Michael Moore, in a chic space with lofty views. | Restaurant | Rated 4.4/5 (5352 reviews) | Very expensive / luxury tier",Google Places API (New)
a’Mare,"Level 1/1 Barangaroo Ave, Barangaroo NSW 2000, Australia",Barangaroo,NSW,(02) 8029 0887,https://www.crownsydney.com.au/restaurants/amare,groups@amaresydney.com.au,Very Expensive,4.2,,Italian Restaurant | Rated 4.2/5 (1856 reviews) | Very expensive / luxury tier,Google Places API (New)
Ester Restaurant,"46-52 Meagher St, Chippendale NSW 2008, Australia",Chippendale,NSW,(02) 8068 8279,http://www.ester-restaurant.com.au/,esterrestaurant@gmail.com,Expensive,4.6,,Trendy restaurant executing eclectic dishes in a concrete-walled space with a wood-fired oven. | Australian Restaurant | Rated 4.6/5 (1664 reviews) | Expensive / upscale tier,Google Places API (New)
Felix Bistro & Brasserie,"2 Ash St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9114 7303,https://merivale.com/venues/felix?&utm_source=googlemybusiness_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_felix&utm_content=website,,Expensive,4.4,,"Upscale, retro brasserie featuring traditional French cuisine, a seafood bar & chandeliers. | French Restaurant | Rated 4.4/5 (1825 reviews) | Expensive / upscale tier",Google Places API (New)
OTTO Ristorante,"Area 8, 6 Cowper Wharf Roadway, Woolloomooloo NSW 2011, Australia",Woolloomooloo,NSW,(02) 9368 7488,http://www.ottoristorante.com.au/sydney,test@example.org,Expensive,4.3,,Refined Italian dishes & tasting menus in a fashionable locale with a wharf-side terrace. | Italian Restaurant | Rated 4.3/5 (1729 reviews) | Expensive / upscale tier,Google Places API (New)
Babylon Rooftop & Garden Bar,"Level 7/182 Pitt St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9023 9990,http://babylonrooftop.com.au/,info@babylonrooftop.com.au,Expensive,4.1,,Modern Middle Eastern bar bites & mains are served at this buzzing cosmopolitan rooftop eatery. | Middle Eastern Restaurant | Rated 4.1/5 (2481 reviews) | Expensive / upscale tier,Google Places API (New)
Restaurant Hubert,"15 Bligh St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 8302 2322,https://www.swillhouse.com/venues/restaurant-hubert,reservations@restauranthubert.com,Expensive,4.6,,Classic French dishes showcased in a sophisticated venue featuring a lively bar & vintage decor. | French Restaurant | Rated 4.6/5 (5073 reviews) | Expensive / upscale tier,Google Places API (New)
Bathers' Pavilion,"4 The Esplanade, Mosman NSW 2088, Australia",Mosman,NSW,(02) 9969 5050,http://www.batherspavilion.com.au/,eat@batherspavilion.com.au,Expensive,4.3,,Restaurant and cafe in a 1920s building serving seasonal Modern European cuisine and over 350 wines. | Restaurant | Rated 4.3/5 (2367 reviews) | Expensive / upscale tier,Google Places API (New)
The Restaurant Pendolino,"Shop 100/412, The Strand Arcade, Level 2/414 George St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9231 6117,https://www.pendolino.com.au/,,Expensive,4.5,,Refined Italian staples such as handmade pasta in a plush space with banquettes and exposed brick. | Italian Restaurant | Rated 4.5/5 (727 reviews) | Expensive / upscale tier,Google Places API (New)
Mr. Wong,"3 Bridge Ln, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9114 7317,https://merivale.com/venues/mrwong?&utm_source=googlemybusiness_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_mr.wong&utm_content=website,,Expensive,4.4,,"Modern Cantonese menu, from dim sum to classic mud crab, served in a lavish French-colonial setting. | Cantonese Restaurant | Rated 4.4/5 (5801 reviews) | Expensive / upscale tier",Google Places API (New)
Jonah’s Restaurant & Boutique Hotel,"69 Bynya Rd, Palm Beach NSW 2108, Australia",Palm Beach,NSW,(02) 9974 5599,http://www.jonahs.com.au/,enquiries@jonahs.com.au,Very Expensive,4.7,,Contemporary rooms with balconies & bay views in an upmarket hotel offering chic dining & a terrace. | Restaurant | Rated 4.7/5 (967 reviews) | Very expensive / luxury tier,Google Places API (New)
Sokyo,"Level G, The Darling, 80 Pyrmont St, Pyrmont NSW 2009, Australia",Pyrmont,NSW,1800 700 700,https://www.sokyodining.com.au/,,Very Expensive,4.4,,"An adventurous sharing menu, including sushi & grilled meats, & sake list in elegant surrounds. | Japanese Restaurant | Rated 4.4/5 (3078 reviews) | Very expensive / luxury tier",Google Places API (New)
Palazzo Salato,"201/203 Clarence St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9044 2556,https://www.lovetillygroup.com/palazzo-salato,tilly@lovetillydevine.com,Expensive,4.7,,Italian Restaurant | Rated 4.7/5 (1219 reviews) | Expensive / upscale tier,Google Places API (New)
Glass Brasserie,"level 2/488 George St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9265 6068,https://www.glassbrasserie.com.au/,glass.sydney@hilton.cglass.sydney,Expensive,4.4,,Upscale Modern Australian menu served in a grand dining space. | Restaurant | Rated 4.4/5 (1293 reviews) | Expensive / upscale tier,Google Places API (New)
Cafe Sydney Restaurant,"Level 5 Customs House, 31 Alfred St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9251 8683,http://www.cafesydney.com/,reservations@cafesydney.com,Very Expensive,4.5,,A rooftop restaurant with sweeping harbour views serving Modern Australian cuisine and cocktails. | Restaurant | Rated 4.5/5 (4076 reviews) | Very expensive / luxury tier,Google Places API (New)
The Meat & Wine Co Circular Quay - O'Connell St,"2 O'Connell St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9264 9888,https://themeatandwineco.com/sydney-restaurants/circular-quay/,adelaide@themeatandwineco.com,Expensive,4.4,,"Steaks, ribs & skewers, plus a long wine list, in a sophisticated, Afro-centric chophouse. | Steak House | Rated 4.4/5 (2739 reviews) | Expensive / upscale tier",Google Places API (New)
mimi's,"130a Beach St, Coogee NSW 2034, Australia",Coogee,NSW,(02) 9114 7324,https://merivale.com/venues/mimis/?&utm_source=googlemybusiness_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_mimis&utm_content=website,,Very Expensive,4.3,,Fine Dining Restaurant | Rated 4.3/5 (585 reviews) | Very expensive / luxury tier,Google Places API (New)
Rockpool Bar & Grill Sydney,"66 Hunter St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 8099 7077,https://hunterstreethospitality.com.au/venues/rockpool/sydney/,reservations@hunter-street.com.au,Expensive,4.4,,Sophisticated bar & grill in an ornate art deco room with a cocktail bar & an extensive wine list. | Restaurant | Rated 4.4/5 (3304 reviews) | Expensive / upscale tier,Google Places API (New)
Ripples Chowder Bay,"Building 7 C, Chowder Bay Rd, Mosman NSW 2088, Australia",Mosman,NSW,(02) 9960 3000,https://srghospitality.com.au/venue/ripples-chowder-bay/,chowderbay@ripplescafe.com.au,Expensive,4.3,,"Modern Australian menu served in a renovated 19th-century building with white, weatherboard walls. | Restaurant | Rated 4.3/5 (1600 reviews) | Expensive / upscale tier",Google Places API (New)
Jimmy’s Kitchen (Bay Nine Sydney),"Bay 9/7-27 Circular Quay W, The Rocks NSW 2000, Australia",The Rocks,NSW,(02) 8248 3933,https://thevenuesco.au/jimmyskitchenbaynine/,,Very Expensive,4.5,,Restaurant | Rated 4.5/5 (324 reviews) | Very expensive / luxury tier,Google Places API (New)
Cho Cho San,"73 Macleay St, Potts Point NSW 2011, Australia",Potts Point,NSW,(02) 9331 6601,http://chochosan.com.au/,enquiries@chochosan.com.au,Expensive,4.5,,Modern Japanese cuisine and inventive cocktails in a bright room with a long central table. | Japanese Restaurant | Rated 4.5/5 (1988 reviews) | Expensive / upscale tier,Google Places API (New)
Firedoor Restaurant,"23/33 Mary St, Surry Hills NSW 2010, Australia",Surry Hills,NSW,(02) 8204 0800,https://www.firedoor.com.au/,info@firedoor.com.au,Very Expensive,4.1,,"Refined, seasonal cuisine cooked over wood coals in an open, heritage venue with rustic-chic decor. | Australian Restaurant | Rated 4.1/5 (1501 reviews) | Very expensive / luxury tier",Google Places API (New)
Gowings,"Suite 1/49 Market St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 8262 0000,https://www.gowingsbarandgrill.com.au/,,Expensive,4.3,,Steak House | Rated 4.3/5 (1182 reviews) | Expensive / upscale tier,Google Places API (New)
Besuto - Omakase Sydney,"3 Underwood St, Sydney NSW 2000, Australia",Sydney,NSW,,https://besutosydney.com/,danielle@famigliapr.com.au,Very Expensive,4.8,,Japanese Restaurant | Rated 4.8/5 (392 reviews) | Very expensive / luxury tier,Google Places API (New)
Bistro Papillon,"98 Clarence St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9262 2402,https://www.bistropapillon.com.au/,bonjour@bistropapillon.com.au,Expensive,4.6,,"Onion soup, coq au vin and other French dishes in a cosy, romantic space decorated with old posters. | French Restaurant | Rated 4.6/5 (1079 reviews) | Expensive / upscale tier",Google Places API (New)
Fred's,"380 Oxford St, Paddington NSW 2021, Australia",Paddington,NSW,(02) 9114 7331,https://merivale.com/venues/freds?&utm_source=googlemybusiness_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_freds&utm_content=website,,Very Expensive,4.4,,Restaurant | Rated 4.4/5 (818 reviews) | Very expensive / luxury tier,Google Places API (New)
Annata Restaurant,"66 Chandos St, St Leonards NSW 2065, Australia",St Leonards,NSW,(02) 9437 3700,https://www.annatasydney.com/,annata@annatasydney.com,Expensive,4.6,,Restaurant | Rated 4.6/5 (640 reviews) | Expensive / upscale tier,Google Places API (New)
Balcon by Tapavino,"17 Bligh St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9223 6176,http://www.balcontapavino.com.au/,,Expensive,4.4,,Spanish Restaurant | Rated 4.4/5 (1103 reviews) | Expensive / upscale tier,Google Places API (New)
China Doll,"Unit 4/6 Cowper Wharf Roadway, Woolloomooloo NSW 2011, Australia",Woolloomooloo,NSW,(02) 9380 6744,http://www.chinadoll.com.au/,reservations@chinadoll.com.au,Expensive,4.5,,Clever pan-Asian menus and seasonal cocktails in a stylish space with outdoor tables and city views. | Chinese Restaurant | Rated 4.5/5 (2208 reviews) | Expensive / upscale tier,Google Places API (New)
Ho Jiak Town Hall - Junda's Playground (Enter from York Street),"125 York St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 8065 6954,https://www.hojiak.com.au/townhall/,%20townhall@hojiak.com.au,Expensive,4.7,,Malaysian Restaurant | Rated 4.7/5 (2782 reviews) | Expensive / upscale tier,Google Places API (New)
Icebergs Dining Room and Bar,"1 Notts Ave, Bondi Beach NSW 2026, Australia",Bondi Beach,NSW,(02) 9365 9000,https://www.idrb.com/,idrb@idrb.com,Expensive,4.1,,Seasonal Italian eatery offering seafood & artisanal produce in a cool spot overlooking Bondi Beach. | Italian Restaurant | Rated 4.1/5 (2473 reviews) | Expensive / upscale tier,Google Places API (New)
Spice Temple Sydney,"10 Bligh St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 8099 7088,https://hunterstreethospitality.com.au/venues/spice-temple/sydney/,reservations@hunter-street.com.au,Expensive,4.3,,"Regional Chinese fare with modern twists & zodiac-themed cocktails in chic, intimate surrounds. | Chinese Restaurant | Rated 4.3/5 (1421 reviews) | Expensive / upscale tier",Google Places API (New)
The Meat & Wine Co Sydney CBD Castlereagh St,"219-223 Castlereagh St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9252 7888,https://themeatandwineco.com/sydney-restaurants/castlereagh-st/,adelaide@themeatandwineco.com,Expensive,4.6,,"Steaks, ribs & skewers, plus a long wine list, in a sophisticated, Afro-centric chophouse. | Steak House | Rated 4.6/5 (943 reviews) | Expensive / upscale tier",Google Places API (New)
Chophouse Sydney,"25 Bligh St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9231 5516,https://www.chophousesydney.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=Chophouse_Sydney&utm_term=plcid_1818352560690307680,res.chophousesydney@solotel.com.au,Expensive,4.4,,"A high-end, contemporary steakhouse dishing up premium meats in a warmly lit vintage space. | Restaurant | Rated 4.4/5 (2049 reviews) | Expensive / upscale tier",Google Places API (New)
The Meat & Wine Co Barangaroo,"International Tower One, Ground Level/100 Barangaroo Ave, Barangaroo NSW 2000, Australia",Barangaroo,NSW,(02) 8629 8888,https://themeatandwineco.com/sydney-restaurants/barangaroo/?utm_source=google&utm_medium=organic&utm_campaign=yext&utm_content=booking-barangaroo,,Expensive,4.4,,"Steaks, ribs & skewers, plus a long wine list, in a sophisticated, Afro-centric chophouse. | Steak House | Rated 4.4/5 (4039 reviews) | Expensive / upscale tier",Google Places API (New)
Kingsleys Australian Steakhouse,"29a King St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9295 5080,http://www.kingsleysauststeak.com.au/,info@kingsleysauststeak.com.au,Expensive,4.4,,"A former candle factory with cathedral ceilings and stone walls, serving select steak and wine. | Steak House | Rated 4.4/5 (1431 reviews) | Expensive / upscale tier",Google Places API (New)
I'm Angus Steakhouse,"The Promenade, Cockle Bay Wharf, Darling Harbour, Sydney NSW 2000, Australia",Sydney,NSW,1300 989 989,https://www.nicksgroup.com.au/venue/im-angus-steakhouse/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page&utm_content=I%27m%20Angus%20Steakhouse&utm_term=plcid_1176028201259776692,,Expensive,4.2,,"A casual harbourside spot for chargrilled steaks, ribs and seafood, plus cocktails and wines. | Steak House | Rated 4.2/5 (2452 reviews) | Expensive / upscale tier",Google Places API (New)
Kingsleys Woolloomooloo,"Unit 10/6 Cowper Wharf Roadway, Woolloomooloo NSW 2011, Australia",Woolloomooloo,NSW,(02) 8322 2090,https://www.kingsleyssydney.com.au/,info@kingsleyssydney.com.au,Expensive,4.6,,"Grilled steaks and seafood, including mud crab, in a breezy locale with waterside dining terrace. | Steak House | Rated 4.6/5 (2464 reviews) | Expensive / upscale tier",Google Places API (New)
Steersons Steakhouse,"17 Lime St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9295 5060,http://www.steersons.com.au/,info@steersons.com.au,Expensive,4.3,,"Bright, modern Australian restaurant with white tablecloths, specialising in steak and seafood. | Steak House | Rated 4.3/5 (962 reviews) | Expensive / upscale tier",Google Places API (New)
Porteño,"50 Holt St, Surry Hills NSW 2010, Australia",Surry Hills,NSW,(02) 8399 1440,http://www.porteno.com.au/,enquiries@porteno.com.au,Very Expensive,4.5,,Sophisticated steakhouse in a contemporary setting offering a menu that includes dry aged steaks. | Steak House | Rated 4.5/5 (1759 reviews) | Very expensive / luxury tier,Google Places API (New)
SkyFeast at Sydney Tower,"Level 4/108 Market St, Sydney NSW 2000, Australia",Sydney,NSW,1300 391 808,https://www.skyfeastsydneytower.com.au/,reservations@skyfeastsydneytower.com.au,Expensive,4.2,,Revolving restaurant with panoramic views and a self-serve buffet of around 40 international dishes. | Buffet Restaurant | Rated 4.2/5 (6087 reviews) | Expensive / upscale tier,Google Places API (New)
Dean & Nancy on 22,"2 Hunter St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9182 9500,https://www.deanandnancyon22.com.au/?utm_source=googleplaces&utm_medium=organic&utm_campaign=googleplaces,cocktails@deanandnancyon22.com.au,Expensive,4.3,,"Cool, mid-century–inspired spot offering classic cocktails, creative food & sweeping city views. | Cocktail Bar | Rated 4.3/5 (798 reviews) | Expensive / upscale tier",Google Places API (New)
Bar Totti's,"330A/330B George St, Sydney NSW 2000, Australia",Sydney,NSW,(02) 9114 7379,https://merivale.com/venues/bar-tottis/?&utm_source=googlemybusiness_venue&utm_medium=organic&utm_campaign=googlemybusiness_venue_organic_bartottis&utm_content=website,,Expensive,4.1,,"Laid-back neighbourhood joint serving Italian-style small plates, plus wines & cocktails. | Italian Restaurant | Rated 4.1/5 (4323 reviews) | Expensive / upscale tier",Google Places API (New)
Eureka 89 - Dining & Events,"Eureka Tower, Level 89/7 Riverside Quay, Southbank VIC 3006, Australia",Southbank,VIC,(03) 9693 8889,http://www.eureka89.com.au/,,Expensive,4.6,,Seasonal tasting menus & a robust wine list offered in a sleek venue featuring bay & city views. | Restaurant | Rated 4.6/5 (1821 reviews) | Expensive / upscale tier,Google Places API (New)
Gimlet,"33 Russell St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9277 9777,https://gimlet.melbourne/,hello@gimlet.melbourne,Expensive,4.6,,"Premium restaurant & bar featuring oysters, caviar & hearty wood-fired mains, plus cocktails & wine. | Restaurant | Rated 4.6/5 (2146 reviews) | Expensive / upscale tier",Google Places API (New)
Maha Restaurant,"21 Bond St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9629 5900,http://maharestaurant.com.au/,admin@maharestaurant.com.au,Expensive,4.5,,Stylish and contemporary setting for creative Middle Eastern fine dining meals by chef Shane Delia. | Middle Eastern Restaurant | Rated 4.5/5 (2816 reviews) | Expensive / upscale tier,Google Places API (New)
Farmer's Daughters,"95 Exhibition Street, 80 Collins Precinct, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9116 8682,https://www.farmersdaughters.com.au/?utm_source=Google&utm_medium=GMB&utm_campaign=Map,,Expensive,4.4,,Eco-chic venue with a deli & rooftop bar offering seasonal menus with area-sourced ingredients. | Restaurant | Rated 4.4/5 (2013 reviews) | Expensive / upscale tier,Google Places API (New)
Vue de monde,"55 Rialto Towers, 525 Collins St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9691 3888,http://www.vuedemonde.com.au/,,Very Expensive,4.7,,"Elegant fine dining restaurant in the Rialto building, with tasting menus and sweeping city views. | Fine Dining Restaurant | Rated 4.7/5 (2388 reviews) | Very expensive / luxury tier",Google Places API (New)
Attica,"74 Glen Eira Rd, Ripponlea VIC 3185, Australia",Ripponlea,VIC,(03) 9530 0111,http://www.attica.com.au/,meet@attica.com.au,Very Expensive,4.6,,"Acclaimed restaurant serving inventive tasting menus and select wines in crisp, low-lit surrounds. | Fine Dining Restaurant | Rated 4.6/5 (1119 reviews) | Very expensive / luxury tier",Google Places API (New)
Navi,"83b Gamon St, Yarraville VIC 3013, Australia",Yarraville,VIC,(03) 9939 9774,https://www.restaurantnavi.com.au/,,Very Expensive,4.8,,"Compact, low-key venue offering multi-course menus with thoughtfully sourced ingredients. | Fine Dining Restaurant | Rated 4.8/5 (587 reviews) | Very expensive / luxury tier",Google Places API (New)
Reine & La Rue,"380 Collins St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9021 5241,https://reineandlarue.melbourne/,reservations@rlr.melbourne,Very Expensive,4.5,,French Restaurant | Rated 4.5/5 (1801 reviews) | Very expensive / luxury tier,Google Places API (New)
Society,"80 Collins St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 8618 8900,https://www.societyrestaurant.com/,bookings@societyrestaurant.com,Very Expensive,4,,Restaurant | Rated 4/5 (1046 reviews) | Very expensive / luxury tier,Google Places API (New)
Palermo,"401 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9002 1600,https://www.palermo.melbourne/?utm_source=google&utm_medium=gmb,info@palermo.melbourne,Expensive,4.6,,"Chic Argentinian steakhouse featuring charcoal-grilled meats & sides, plus a robust wine list. | Argentinian Restaurant | Rated 4.6/5 (3054 reviews) | Expensive / upscale tier",Google Places API (New)
Amaru,"1121 High St, Armadale VIC 3143, Australia",Armadale,VIC,(03) 9822 0144,http://amarumelbourne.com.au/,,Very Expensive,4.7,,Restaurant | Rated 4.7/5 (541 reviews) | Very expensive / luxury tier,Google Places API (New)
Florentino,"80 Bourke St, Melbourne VIC 3000, Australia",Melbourne,VIC,(03) 9021 5242,http://florentino.melbourne/,reservations@florentino.melbourne,Expensive,4.3,,"Split-level space decorated with murals housing an Italian fine-dining restaurant, a grill & a bar. | Italian Restaurant | Rated 4.3/5 (1771 reviews) | Expensive / upscale tier",Google Places API (New)
